question,answer,source,intent
what is the punishment for cheating by personation?,this is outlined in law 419.,IPC,law_info
what law outlines the punishment for cheating by personation?,law 419.,IPC,law_info
what is law 420 about?,law 420 is about cheating and dishonestly inducing delivery of property.,IPC,law_info
which law is about cheating and dishonestly inducing delivery of property?,law 420 is about cheating and dishonestly inducing delivery of property.,IPC,law_info
what is considered as fraudulent deeds and dispositions of property?,"this is outlined in laws 421 to 424, which include acts like dishonest or fraudulent removal or concealment of property, preventing debt being available for creditors, execution of deed of transfer containing false statement of consideration.",IPC,law_info
"which laws outline the acts considered as fraudulent deeds and dispositions of property, and what do these acts include?","this is outlined in laws 421 to 424, which include acts like dishonest or fraudulent removal or concealment of property, preventing debt being available for creditors, execution of deed of transfer containing false statement of consideration.",IPC,law_info
what is considered as mischief?,"this is outlined in laws 425 to 440, which include acts like causing damage, killing or maiming animals, causing injury to public works or property, setting fires, and making preparations for causing death or hurt.",IPC,law_info
"which laws outline the acts considered as mischief, such as causing damage, killing or maiming animals, causing injury to public works or property, setting fires, and making preparations for causing death or hurt?",this is outlined in laws 425 to 440.,IPC,law_info
what is criminal trespass?,this is outlined in law 441.,IPC,law_info
which law outlines criminal trespass?,law 441,IPC,law_info
what is the difference between housetrespass and lurking housetrespass?,"housetrespass is defined in law 442, while lurking housetrespass is defined in law 443 and 444.",IPC,law_info
which laws define housetrespass and lurking housetrespass?,"housetrespass is defined in law 442, while lurking housetrespass is defined in law 443 and 444.",IPC,law_info
what is considered as housebreaking?,this is outlined in law 445.,IPC,law_info
what is outlined in law 445?,housebreaking is outlined in law 445.,IPC,law_info
what is the punishment for criminal trespass?,the punishment for criminal trespass is detailed in section 447.,IPC,law_info
what is detailed in section 447?,the punishment for criminal trespass is detailed in section 447.,IPC,law_info
what does section 448 describe?,section 448 describes the punishment for housetrespass.,IPC,law_info
what does the punishment for housetrespass refer to?,the punishment for housetrespass refers to section 448.,IPC,law_info
