question,answer,source,intent
what is the content of section 194?,additional and assistant sessions judges to try cases made over to them.,CrPC,law_info
which section contains information about additional and assistant sessions judges trying cases made over to them?,section 194,CrPC,law_info
what does section 195 refer to?,"prosecution for contempt of lawful authority of public servants, for offences against public justice and for offences relating to documents given in evidence.",CrPC,law_info
"which section refers to the prosecution for contempt of lawful authority of public servants, for offences against public justice and for offences relating to documents given in evidence?",section 195,CrPC,law_info
what is the procedure for witnesses in case of threatening referred to as in the legal context?,195a,CrPC,law_info
what is the legal term 195a referring to in the context of witnesses in case of threatening?,the procedure for witnesses in case of threatening,CrPC,law_info
what is the legal term for the prosecution of judges and public servants?,197,CrPC,law_info
what numerical value represents the legal term for the prosecution of judges and public servants?,197,CrPC,law_info
what code refers to the prosecution for offences against marriage?,198,CrPC,law_info
what does the code 198 refer to in the context of legal offences?,prosecution for offences against marriage,CrPC,law_info
what is the prosecution of offences under section 498a of the indian penal code referred to as?,198a,CrPC,law_info
which section of the indian penal code is referred to as 198a for the prosecution of offences?,section 498a,CrPC,law_info
what section refers to the prosecution for defamation?,199,CrPC,law_info
what does section 199 refer to?,prosecution for defamation,CrPC,law_info
what is the term for the examination of complainant?,200,CrPC,law_info
what is the numerical value associated with the term for the examination of a complainant?,200,CrPC,law_info
what code refers to the procedure by magistrate not competent to take cognizance of the case?,201,CrPC,law_info
what does the code 201 refer to in the context of a magistrates competence to take cognizance of a case?,it refers to the procedure by magistrate not competent to take cognizance of the case.,CrPC,law_info
what is the legal term for the postponement of issue of process?,202,CrPC,law_info
what is the number that represents the legal term for the postponement of issue of process?,202,CrPC,law_info
what law refers to the dismissal of a complaint?,203,CrPC,law_info
what is the number of the law that refers to the dismissal of a complaint?,203,CrPC,law_info
what section refers to the issue of process?,204,CrPC,law_info
what is the number of the section that refers to the issue of process?,204,CrPC,law_info
what section refers to a magistrate being able to dispense with personal attendance of accused?,205,CrPC,law_info
what does section 205 refer to in the context of a magistrates court proceedings?,it refers to a magistrate being able to dispense with personal attendance of accused,CrPC,law_info
what is the special summons in cases of petty offence referred to as?,206,CrPC,law_info
what number is associated with the special summons in cases of petty offence?,206,CrPC,law_info
what code refers to the supply to the accused of copy of police report and other documents?,207,CrPC,law_info
what does the code 207 refer to in legal proceedings?,the supply to the accused of copy of police report and other documents,CrPC,law_info
what section refers to the supply of copies of statements and documents to accused in other cases triable by court of session?,208,CrPC,law_info
what does section 208 refer to in cases triable by court of session?,the supply of copies of statements and documents to accused in other cases,CrPC,law_info
what is the commencement of proceedings before magistrates referred to as?,209,CrPC,law_info
what does the number 209 refer to in the context of proceedings before magistrates?,the commencement of proceedings,CrPC,law_info
what is the content of section 210 in this legal text?,procedure to be followed when there is a complaint case and police investigation in respect of the same offence.,CrPC,law_info
